Unnamed: 0,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,max_power (in bph),Mileage Unit,Mileage,Engine (CC)
3541.0,Hyundai,2014.0,755000.0,29340.0,Diesel,Individual,Manual,,5.0,126.32,kmpl,22.32,1582.0
3542.0,Ford,2011.0,215000.0,120000.0,Diesel,Individual,Manual,First Owner,5.0,,,,1399.0
3544.0,Hyundai,2007.0,190000.0,70000.0,Petrol,Individual,Manual,Second Owner,5.0,68.05,kmpl,19.81,1086.0
3547.0,Maruti,2014.0,438999.0,,Diesel,Dealer,Manual,First Owner,5.0,74.0,,23.4,1248.0
3548.0,Renault,2015.0,550000.0,240000.0,Diesel,Individual,Manual,First Owner,7.0,,kmpl,19.98,1461.0
3557.0,Maruti,2013.0,,88200.0,Diesel,Individual,Manual,First Owner,5.0,73.94,kmpl,23.2,1248.0
3567.0,Maruti,2016.0,270000.0,35000.0,Petrol,Individual,,First Owner,5.0,47.3,kmpl,22.74,796.0
3569.0,Tata,2011.0,220000.0,80000.0,Diesel,Individual,Manual,First Owner,5.0,69.0,kmpl,23.03,1396.0
3571.0,Maruti,2019.0,,7500.0,Petrol,Individual,Automatic,First Owner,5.0,81.8,kmpl,21.21,
3573.0,HYUNDAI,2016.0,300000.0,40800.0,Petrol,Individual,Manual,First Owner,5.0,55.2,kmpl,21.1,814.0
,Maruti,,550000.0,,Petrol,Individual,Manual,,5.0,81.8,kmpl,22.0,1197.0
3581.0,Toyota,2018.0,670000.0,150000.0,Diesel,,Manual,First Owner,5.0,67.05,,,1364.0
3585.0,Hyundai,2016.0,425000.0,50000.0,Petrol,Individual,Manual,First Owner,5.0,68.05,kmpl,19.81,1086.0
3589.0,Mahindra,2018.0,750000.0,22000.0,Diesel,Individual,Manual,First Owner,5.0,65.0,,21.03,1461.0
3593.0,,2016.0,475000.0,50000.0,Diesel,Individual,Manual,First Owner,5.0,74.0,kmpl,,1248.0
3599.0,Maruti,2015.0,700000.0,120000.0,Diesel,Individual,Manual,Second Owner,7.0,88.76,kmpl,20.77,1248.0
3605.0,,2012.0,240000.0,,Diesel,Individual,Manual,Second Owner,5.0,73.94,kmpl,23.2,1248.0
3609.0,Maruti,2015.0,400000.0,30000.0,Petrol,Individual,Manual,First Owner,5.0,67.04,kmpl,23.1,998.0
3610.0,Hyundai,2014.0,545000.0,80000.0,Diesel,Individual,Manual,Second Owner,5.0,126.32,kmpl,22.32,1582.0
3612.0,Hyundai,2016.0,725000.0,100000.0,Diesel,Individual,Manual,First Owner,5.0,88.7,kmpl,21.38,1396.0
3614.0,Maruti,2011.0,204999.0,85000.0,Diesel,Individual,,,5.0,73.9,kmpl,21.1,1248.0
3617.0,NAN,2012.0,204000.0,110000.0,Petrol,Individual,Manual,Third Owner,5.0,67.1,kmpl,20.92,998.0
3618.0,Hyundai,2018.0,350000.0,,Petrol,Individual,Manual,First Owner,5.0,68.05,kmpl,20.3,998.0
3619.0,Volkswagen,2013.0,350000.0,100000.0,Diesel,Individual,Manual,First Owner,5.0,103.6,kmpl,20.54,1598.0
3620.0,Ford,,175000.0,120000.0,Diesel,Individual,Manual,Second Owner,5.0,68.0,,20.0,1399.0
3621.0,Volkswagen,2011.0,340000.0,90000.0,Diesel,Individual,Manual,First Owner,5.0,,kmpl,20.54,1598.0
3637.0,Maruti,2013.0,360000.0,97000.0,Diesel,Individual,Manual,First Owner,,74.0,kmpl,22.9,1248.0
3641.0,Maruti,2007.0,100000.0,,,Individual,Manual,Third Owner,5.0,46.3,kmpl,19.7,796.0
3645.0,MARUTI,2014.0,450000.0,70000.0,Diesel,Individual,,First Owner,,74.0,kmpl,23.4,1248.0
3647.0,Maruti,2011.0,215000.0,,Petrol,Individual,Manual,First Owner,5.0,85.8,kmpl,21.1,1197.0
3649.0,Volkswagen,2015.0,,80000.0,Diesel,Individual,,First Owner,5.0,88.8,kmpl,20.14,1498.0
3652.0,MARUTI,2010.0,145000.0,70000.0,Petrol,Individual,Manual,Second Owner,5.0,67.1,kmpl,20.92,998.0
,,2016.0,,30000.0,Petrol,Individual,Manual,Second Owner,5.0,67.04,kmpl,20.51,998.0
,Maruti,2015.0,300000.0,50000.0,Petrol,Individual,Manual,First Owner,5.0,47.3,kmpl,22.74,796.0
3660.0,Tata,2010.0,170000.0,150000.0,Diesel,Individual,Manual,Third Owner,,,kmpl,21.12,1248.0
3668.0,Maruti,2013.0,600000.0,60000.0,Diesel,Individual,,Third Owner,,88.8,kmpl,20.77,1248.0
3670.0,Hyundai,2019.0,509999.0,5000.0,Petrol,Individual,Manual,First Owner,,68.0,kmpl,20.3,1086.0
3672.0,Hyundai,,280000.0,55000.0,Petrol,Individual,Manual,,5.0,78.9,kmpl,,1197.0
3679.0,,2015.0,600000.0,40000.0,Diesel,Individual,Manual,First Owner,5.0,98.59,kmpl,22.77,1498.0
3681.0,NAN,2019.0,695000.0,,Diesel,Dealer,Manual,First Owner,5.0,88.0,kmpl,20.14,
3691.0,,2016.0,355000.0,60000.0,Petrol,Dealer,Manual,First Owner,5.0,67.05,kmpl,21.79,998.0
3694.0,Volkswagen,2018.0,650000.0,40000.0,Diesel,,Manual,First Owner,5.0,88.0,kmpl,20.14,1498.0
3699.0,,2011.0,,90000.0,Diesel,Individual,Manual,Second Owner,,73.9,,21.1,1248.0
3700.0,Renault,2012.0,225000.0,110000.0,Diesel,Individual,,Second Owner,5.0,63.12,kmpl,23.08,1461.0
3702.0,Hyundai,2014.0,700000.0,80000.0,Diesel,Individual,Manual,First Owner,5.0,126.32,kmpl,22.32,1582.0
3704.0,Hyundai,2016.0,800000.0,80000.0,Diesel,Individual,Manual,First Owner,5.0,88.73,kmpl,21.19,1396.0
3707.0,Toyota,2010.0,450000.0,120000.0,Diesel,Individual,Manual,Second Owner,5.0,87.2,kmpl,21.43,1364.0
,Hyundai,2016.0,925000.0,79000.0,Diesel,Dealer,Manual,First Owner,5.0,126.2,kmpl,19.67,1582.0
,,2013.0,620000.0,139000.0,Diesel,Individual,Manual,First Owner,7.0,88.76,kmpl,20.77,1248.0
3719.0,Renault,2019.0,786000.0,7720.0,Petrol,Individual,Manual,First Owner,7.0,71.0,kmpl,20.0,999.0
3721.0,Maruti,2002.0,120000.0,60000.0,Diesel,Individual,,Second Owner,5.0,58.0,kmpl,20.8,1527.0
3722.0,,2016.0,750000.0,100000.0,Diesel,Individual,Manual,First Owner,,,kmpl,20.8,1461.0
3727.0,Maruti,2015.0,290000.0,30000.0,Petrol,Individual,Manual,Second Owner,,,kmpl,23.1,998.0
3730.0,NAN,2019.0,500000.0,5000.0,Petrol,Individual,Manual,First Owner,5.0,,kmpl,20.3,1086.0
3731.0,Tata,,250000.0,50000.0,Diesel,,Manual,,5.0,88.8,kmpl,21.02,1248.0
3732.0,Tata,2013.0,,80000.0,Diesel,Individual,Manual,First Owner,5.0,69.0,kmpl,23.03,
3740.0,Ford,2017.0,960000.0,42000.0,Diesel,Dealer,Manual,First Owner,5.0,98.96,kmpl,,1498.0
,Maruti,2019.0,1025000.0,15000.0,Petrol,Dealer,Automatic,First Owner,5.0,103.25,kmpl,20.28,1462.0
3747.0,Maruti,2017.0,700000.0,80000.0,Petrol,Dealer,Manual,,5.0,81.8,kmpl,22.0,1197.0
3748.0,Ford,2016.0,780000.0,60000.0,Diesel,Dealer,Manual,First Owner,5.0,98.59,kmpl,,1498.0
3749.0,Hyundai,2017.0,1050000.0,70000.0,,Dealer,Manual,First Owner,5.0,126.32,kmpl,22.32,1582.0
3750.0,Tata,nan,400000.0,100000.0,Diesel,Individual,,First Owner,5.0,74.0,kmpl,22.95,1248.0
3752.0,Maruti,2009.0,,,Petrol,Individual,Manual,Second Owner,5.0,46.3,kmpl,19.7,
,Renault,2018.0,,50000.0,Petrol,,Manual,,5.0,,kmpl,23.01,999.0
3767.0,Maruti,2011.0,155000.0,,,,Manual,First Owner,5.0,46.3,kmpl,19.7,796.0
3769.0,,2010.0,132000.0,,,Individual,Manual,First Owner,5.0,46.3,kmpl,19.7,796.0
3770.0,Hyundai,2018.0,750000.0,30000.0,Diesel,Individual,Manual,First Owner,,88.76,kmpl,22.54,1396.0
3772.0,Hyundai,2011.0,240000.0,80000.0,Petrol,Individual,Manual,First Owner,5.0,78.9,kmpl,20.36,1197.0
3776.0,Honda,2019.0,1100000.0,50000.0,Diesel,,,Second Owner,,98.6,kmpl,21.9,1498.0
3779.0,Maruti,2011.0,325000.0,70000.0,Diesel,Individual,Manual,First Owner,5.0,74.0,kmpl,22.9,1248.0
3781.0,Renault,2017.0,800000.0,50000.0,Diesel,Individual,Manual,First Owner,8.0,,kmpl,21.04,1461.0
,Ford,2018.0,950000.0,80000.0,Diesel,Individual,Manual,First Owner,5.0,,kmpl,23.0,1498.0
3783.0,Maruti,2013.0,300000.0,120000.0,Diesel,Individual,Manual,Fourth & Above Owner,5.0,,kmpl,22.9,1248.0
3793.0,Hyundai,,200000.0,68697.0,,Individual,Manual,Third Owner,,55.2,kmpl,21.1,814.0
3799.0,Maruti,2014.0,,70000.0,Diesel,Individual,Manual,First Owner,5.0,73.94,,23.2,1248.0
3800.0,Toyota,2015.0,790000.0,126000.0,Diesel,Individual,Manual,Third Owner,5.0,87.2,kmpl,21.43,1364.0
3803.0,Toyota,2015.0,,129000.0,Diesel,Individual,Manual,Third Owner,5.0,,kmpl,21.43,1364.0
3804.0,Hyundai,2010.0,180000.0,55000.0,,Individual,Manual,Second Owner,5.0,68.05,kmpl,19.81,1086.0
,Ford,2019.0,869999.0,40000.0,,Individual,,First Owner,5.0,98.96,kmpl,23.0,1498.0
3806.0,Tata,2011.0,275000.0,50000.0,Diesel,Individual,Manual,First Owner,5.0,88.8,kmpl,21.12,1248.0
3809.0,Maruti,2016.0,315000.0,25000.0,Petrol,Individual,Manual,First Owner,5.0,47.3,kmpl,22.74,796.0
3810.0,Tata,2011.0,189000.0,70000.0,Diesel,Individual,Manual,,5.0,70.0,kmpl,23.57,1396.0
3811.0,Maruti,2014.0,580000.0,120000.0,Diesel,,Manual,,,74.0,kmpl,23.4,1248.0
3816.0,,2017.0,680000.0,,Diesel,Individual,,First Owner,5.0,88.73,kmpl,22.54,1396.0
3817.0,HYUNDAI,2017.0,670000.0,80000.0,Diesel,Individual,Manual,First Owner,5.0,88.73,,22.54,1396.0
3818.0,,2010.0,240000.0,80000.0,Petrol,Individual,,Second Owner,5.0,67.1,kmpl,20.92,
3821.0,Tata,2016.0,220000.0,22000.0,Petrol,Individual,Automatic,First Owner,4.0,,,21.9,624.0
3823.0,CHEVROLET,2013.0,225000.0,100000.0,Diesel,,Manual,Second Owner,5.0,76.9,,22.1,
nan,Maruti,nan,600000.0,70000.0,Diesel,Individual,Manual,Second Owner,5.0,74.0,kmpl,23.4,1248.0
3828.0,Maruti,2019.0,500000.0,10000.0,Petrol,,Manual,First Owner,5.0,81.8,kmpl,20.89,1197.0
3830.0,Ford,2019.0,,16034.0,Diesel,Dealer,Manual,First Owner,,98.96,kmpl,21.7,1498.0
3831.0,Ford,2012.0,250000.0,156040.0,Diesel,Dealer,Manual,First Owner,5.0,68.0,kmpl,20.0,
3834.0,Maruti,2017.0,,46000.0,Petrol,Individual,Manual,First Owner,5.0,81.8,kmpl,22.0,1197.0
3835.0,Maruti,2018.0,469000.0,5000.0,Petrol,Individual,Manual,First Owner,5.0,67.05,kmpl,21.79,998.0
3838.0,Ford,2019.0,906000.0,30000.0,Diesel,Individual,Manual,First Owner,5.0,98.96,kmpl,23.0,1498.0
3839.0,Ford,2011.0,160000.0,85000.0,Diesel,Individual,,First Owner,5.0,68.0,kmpl,20.0,1399.0
3845.0,Maruti,2012.0,325000.0,80000.0,Diesel,Individual,Manual,Second Owner,5.0,74.0,kmpl,22.9,1248.0
3846.0,Maruti,,150000.0,70000.0,Petrol,Individual,Manual,Second Owner,5.0,46.3,kmpl,19.7,
3847.0,Hyundai,2014.0,250000.0,2350.0,Petrol,Individual,,First Owner,5.0,55.2,kmpl,21.1,814.0
3848.0,Maruti,2011.0,175000.0,50000.0,Petrol,Individual,Manual,First Owner,5.0,46.3,kmpl,19.7,796.0
3849.0,Maruti,2010.0,175000.0,58000.0,Petrol,Individual,Manual,First Owner,5.0,,,19.7,796.0
3855.0,Maruti,2012.0,160000.0,110000.0,Petrol,Individual,Manual,First Owner,,,kmpl,19.7,796.0
3857.0,Maruti,,160000.0,60000.0,Petrol,Individual,Manual,Third Owner,5.0,46.3,kmpl,19.7,
3858.0,Hyundai,2012.0,400000.0,100000.0,Diesel,Individual,Manual,,5.0,88.76,kmpl,21.27,1396.0
3859.0,,2013.0,451000.0,120000.0,Diesel,Individual,Manual,First Owner,5.0,67.06,kmpl,23.59,1364.0
3861.0,Tata,2012.0,300000.0,,Diesel,Individual,Manual,Third Owner,5.0,88.8,kmpl,21.12,1248.0
3862.0,Maruti,2017.0,421000.0,59500.0,Petrol,Individual,Manual,Second Owner,5.0,,kmpl,23.1,998.0
3865.0,Hyundai,,395000.0,75500.0,Diesel,Individual,Manual,Second Owner,5.0,90.0,kmpl,,1396.0
3867.0,Maruti,2013.0,270000.0,60000.0,Petrol,Individual,Manual,,5.0,47.3,kmpl,22.74,796.0
3871.0,,,,77524.0,Diesel,Dealer,,First Owner,,89.84,kmpl,22.7,1498.0
3876.0,Maruti,2018.0,800000.0,25000.0,Petrol,Individual,Automatic,First Owner,,83.1,kmpl,21.4,1197.0
3878.0,Maruti,2017.0,530000.0,42000.0,Petrol,Individual,Manual,First Owner,5.0,83.1,kmpl,21.4,1197.0
3879.0,Maruti,2015.0,450000.0,,Petrol,Individual,Manual,First Owner,5.0,83.14,kmpl,20.85,1197.0
3880.0,Maruti,2011.0,235000.0,60000.0,Petrol,Individual,Manual,First Owner,5.0,67.1,,20.92,998.0
3881.0,Maruti,2013.0,550000.0,240000.0,Diesel,Individual,Manual,,,74.0,kmpl,23.4,1248.0
3883.0,Volkswagen,2015.0,,120000.0,,Individual,Manual,Second Owner,5.0,103.2,kmpl,20.34,
3884.0,Hyundai,2009.0,160000.0,35000.0,Petrol,Individual,Manual,Third Owner,5.0,68.05,kmpl,19.81,1086.0
3885.0,Maruti,2007.0,,120000.0,Petrol,Individual,Manual,Second Owner,,46.3,kmpl,19.7,796.0
3888.0,Maruti,,128000.0,60000.0,,Individual,Manual,Second Owner,5.0,46.3,kmpl,19.7,796.0
3895.0,Maruti,,150000.0,80000.0,Petrol,Individual,Manual,Third Owner,5.0,46.3,kmpl,19.7,
3898.0,Maruti,2018.0,,15000.0,Petrol,Individual,Manual,First Owner,5.0,100.5,kmpl,21.1,998.0
3907.0,Maruti,2017.0,,40000.0,,Individual,Manual,,,81.8,kmpl,20.89,1197.0
3908.0,Maruti,2019.0,600000.0,20000.0,Petrol,Individual,Automatic,First Owner,5.0,83.1,kmpl,21.4,1197.0
3914.0,Maruti,2013.0,600000.0,50000.0,Diesel,Individual,Manual,Second Owner,7.0,88.8,kmpl,20.77,1248.0
,Maruti,2010.0,225000.0,64000.0,Diesel,Individual,Manual,,5.0,,,,1248.0
3924.0,MARUTI,2018.0,465000.0,30000.0,Petrol,Individual,Manual,First Owner,5.0,67.04,kmpl,20.51,998.0
3929.0,,2015.0,415000.0,120000.0,Diesel,Individual,Manual,Second Owner,7.0,83.8,kmpl,21.04,1461.0
3933.0,Maruti,2018.0,459999.0,12000.0,Petrol,Individual,Manual,First Owner,5.0,81.8,kmpl,,1197.0
3939.0,Maruti,2018.0,640000.0,25000.0,,Individual,Automatic,First Owner,5.0,81.8,kmpl,22.0,1197.0
3940.0,NAN,2017.0,350000.0,,,Individual,Automatic,,5.0,67.0,kmpl,20.51,998.0
3944.0,Maruti,2018.0,445000.0,5000.0,Petrol,Individual,Automatic,Second Owner,5.0,67.0,kmpl,20.51,998.0
3945.0,Maruti,2015.0,580000.0,15000.0,Diesel,Individual,,Second Owner,7.0,88.76,kmpl,,1248.0
3946.0,Hyundai,2020.0,1050000.0,20000.0,Diesel,Individual,Manual,First Owner,5.0,88.7,kmpl,22.1,1396.0
3947.0,,2015.0,600000.0,,,Individual,Manual,First Owner,5.0,98.59,kmpl,22.77,1498.0
3950.0,Maruti,2017.0,483000.0,15000.0,Petrol,Individual,Manual,First Owner,,67.04,kmpl,23.1,998.0
3955.0,Maruti,2020.0,600000.0,5000.0,Petrol,Individual,Automatic,First Owner,5.0,81.8,kmpl,20.89,1197.0
,Maruti,,220000.0,,CNG,Individual,Manual,First Owner,5.0,,km/kg,21.94,1196.0
3960.0,HYUNDAI,2018.0,340000.0,120000.0,Petrol,Individual,Manual,First Owner,5.0,68.05,kmpl,20.3,998.0
3967.0,Maruti,2011.0,200000.0,100000.0,,Individual,Manual,Second Owner,5.0,85.8,kmpl,21.1,1197.0
3969.0,HYUNDAI,2012.0,432000.0,77000.0,Diesel,Individual,Manual,First Owner,,126.32,kmpl,22.32,1582.0
3973.0,Hyundai,2011.0,250000.0,120000.0,Diesel,Individual,Manual,Third Owner,5.0,90.0,kmpl,23.0,1396.0
,Maruti,2017.0,475000.0,,Petrol,Individual,,First Owner,5.0,67.04,kmpl,,998.0
NAN,MARUTI,2015.0,400000.0,20000.0,Petrol,Individual,Automatic,First Owner,5.0,67.0,kmpl,20.51,998.0
3986.0,Maruti,2015.0,350000.0,40000.0,Petrol,Individual,,Second Owner,5.0,67.04,kmpl,20.51,998.0
3989.0,Tata,2018.0,550000.0,10000.0,Petrol,Individual,Manual,First Owner,5.0,84.0,kmpl,20.3,1199.0
NAN,MARUTI,2013.0,430000.0,63000.0,Diesel,Individual,Manual,First Owner,5.0,74.0,kmpl,23.4,1248.0
3999.0,,2011.0,220000.0,35000.0,Petrol,Individual,,First Owner,5.0,46.3,,19.7,796.0
4001.0,Ford,2010.0,200000.0,110000.0,Diesel,Individual,Manual,Second Owner,5.0,68.0,kmpl,20.0,1399.0
4004.0,Hyundai,2017.0,1150000.0,,Diesel,Individual,Manual,Second Owner,5.0,126.2,kmpl,19.67,1582.0
4007.0,Maruti,2017.0,400000.0,60000.0,CNG,Individual,Manual,First Owner,5.0,61.7,km/kg,21.94,1196.0
,Ford,2016.0,,30000.0,Diesel,Individual,Manual,First Owner,5.0,98.96,kmpl,21.7,1498.0
4010.0,NAN,2014.0,736000.0,125000.0,Diesel,Individual,,First Owner,5.0,126.32,kmpl,22.32,1582.0
4013.0,Maruti,2010.0,180000.0,80500.0,Petrol,Individual,Manual,Second Owner,5.0,46.3,kmpl,19.7,796.0
4014.0,TOYOTA,2014.0,409999.0,200000.0,Diesel,Individual,Manual,First Owner,5.0,67.04,kmpl,23.59,1364.0
4017.0,Maruti,2006.0,80000.0,110000.0,Diesel,Individual,Manual,Second Owner,5.0,58.0,kmpl,20.8,1527.0
4018.0,Maruti,2005.0,110000.0,90000.0,Petrol,Individual,Manual,Second Owner,5.0,46.3,kmpl,19.7,796.0
4021.0,Volkswagen,2018.0,560000.0,18000.0,Diesel,Individual,Manual,First Owner,5.0,,kmpl,,
4024.0,Maruti,2016.0,480000.0,65755.0,Petrol,Individual,Manual,First Owner,5.0,83.1,kmpl,21.4,1197.0
4025.0,Ford,2019.0,960000.0,2600.0,Diesel,Individual,Manual,First Owner,5.0,98.96,kmpl,23.0,1498.0
4027.0,,2017.0,310000.0,15000.0,Petrol,Individual,Manual,Second Owner,5.0,55.2,kmpl,21.1,814.0
4028.0,Maruti,2014.0,500000.0,60000.0,Diesel,Individual,Manual,First Owner,5.0,74.0,kmpl,23.4,1248.0
4037.0,Renault,2017.0,850000.0,50000.0,Diesel,Individual,Automatic,First Owner,5.0,108.45,kmpl,19.6,
4040.0,Hyundai,2019.0,1200000.0,,Diesel,,Automatic,First Owner,5.0,126.2,kmpl,22.0,1582.0
4043.0,VOLKSWAGEN,2013.0,365000.0,70000.0,Diesel,Individual,Manual,Second Owner,5.0,73.9,kmpl,22.07,1199.0
4046.0,Renault,2017.0,880000.0,50000.0,Diesel,Individual,Manual,First Owner,5.0,108.45,,19.6,
4051.0,Renault,2018.0,320000.0,,Petrol,Individual,Manual,First Owner,5.0,,kmpl,23.01,999.0
4052.0,Renault,2015.0,550000.0,60000.0,Diesel,Individual,,First Owner,5.0,,kmpl,20.45,1461.0
4055.0,,2015.0,300000.0,,Petrol,Individual,Manual,First Owner,5.0,67.04,kmpl,20.51,998.0
4056.0,Hyundai,2016.0,,152000.0,Diesel,Individual,Manual,First Owner,5.0,88.73,kmpl,21.19,1396.0
4062.0,Maruti,2014.0,300000.0,90000.0,CNG,,Manual,First Owner,5.0,63.0,km/kg,21.94,1196.0
4063.0,Maruti,2017.0,390000.0,30000.0,CNG,Individual,Manual,First Owner,,63.0,km/kg,21.94,1196.0
4066.0,,2012.0,,110000.0,,Individual,Manual,Third Owner,5.0,74.0,,22.9,1248.0
4067.0,Volkswagen,2012.0,300000.0,150000.0,Diesel,Individual,Manual,Second Owner,5.0,103.6,kmpl,20.54,1598.0
4068.0,Hyundai,2012.0,350000.0,110000.0,Diesel,Individual,Manual,First Owner,5.0,90.0,kmpl,,1396.0
4069.0,Hyundai,2015.0,880000.0,120000.0,Diesel,,Manual,Second Owner,5.0,126.2,kmpl,19.67,1582.0
4072.0,,2016.0,660000.0,110000.0,Diesel,Individual,Manual,First Owner,5.0,88.73,,21.19,1396.0
4074.0,Volkswagen,2012.0,400000.0,110000.0,Diesel,Individual,Manual,Second Owner,5.0,103.6,kmpl,19.7,1598.0
4076.0,Ford,,229999.0,230000.0,Diesel,Individual,Manual,First Owner,5.0,68.1,kmpl,20.0,1399.0
4083.0,Maruti,2018.0,,19000.0,Petrol,Individual,Manual,First Owner,5.0,67.04,kmpl,,998.0
4084.0,MARUTI,2019.0,579000.0,10000.0,Petrol,Individual,,First Owner,5.0,,kmpl,21.4,1197.0
4086.0,Hyundai,2012.0,270000.0,30000.0,Petrol,Individual,Manual,First Owner,5.0,78.9,,20.36,1197.0
4091.0,Hyundai,2010.0,187000.0,200400.0,Petrol,Individual,Manual,Second Owner,5.0,68.05,kmpl,19.81,1086.0
4092.0,Hyundai,2008.0,195000.0,,,Individual,Manual,Second Owner,5.0,78.9,kmpl,20.36,1197.0
NAN,HYUNDAI,2018.0,,25000.0,Petrol,Individual,Manual,,5.0,68.0,kmpl,20.3,1086.0
4097.0,Maruti,2016.0,385000.0,,Petrol,Individual,Manual,Second Owner,5.0,,,20.51,998.0
4099.0,,2008.0,120000.0,70000.0,Petrol,Individual,Manual,Third Owner,,46.3,kmpl,19.7,796.0
4102.0,,2016.0,700000.0,20000.0,Petrol,Individual,Manual,First Owner,5.0,91.1,kmpl,20.73,1373.0
4103.0,Tata,2013.0,290000.0,25000.0,Diesel,Individual,Manual,First Owner,5.0,70.0,kmpl,23.57,1396.0
4110.0,TATA,2019.0,450000.0,25000.0,Petrol,Individual,Manual,First Owner,5.0,84.0,,20.3,1199.0
4113.0,Maruti,,,7300.0,Petrol,Individual,Manual,First Owner,5.0,81.8,kmpl,21.01,1197.0
4115.0,Maruti,2010.0,150000.0,100000.0,Petrol,Individual,Manual,First Owner,5.0,46.3,,19.7,796.0
nan,,2013.0,425000.0,80000.0,Diesel,Individual,Manual,Second Owner,5.0,126.32,kmpl,,1582.0
4118.0,Hyundai,2010.0,260000.0,60000.0,,Individual,Manual,First Owner,5.0,78.9,kmpl,20.36,1197.0
4119.0,Volkswagen,2014.0,400000.0,110000.0,Diesel,Individual,Manual,Second Owner,,88.8,kmpl,20.14,
4120.0,Hyundai,2017.0,575000.0,70000.0,Diesel,Individual,Manual,Second Owner,5.0,88.73,kmpl,22.54,1396.0
4122.0,,2010.0,250000.0,90000.0,CNG,Individual,Manual,Second Owner,5.0,103.3,km/kg,21.4,1586.0
4123.0,Volkswagen,2012.0,,95000.0,Diesel,Individual,Manual,First Owner,5.0,103.6,kmpl,19.7,1598.0
4126.0,Volkswagen,2013.0,350000.0,70000.0,Diesel,Individual,Manual,Second Owner,5.0,88.5,kmpl,20.14,1498.0
NAN,MARUTI,2014.0,300000.0,35000.0,Petrol,Individual,Manual,First Owner,5.0,81.8,kmpl,20.52,1197.0
4136.0,Hyundai,2013.0,300000.0,40000.0,Petrol,Individual,Manual,,5.0,78.9,kmpl,20.36,1197.0
4137.0,Hyundai,2014.0,250000.0,25000.0,Petrol,Individual,Manual,First Owner,5.0,55.2,kmpl,21.1,814.0
4139.0,Maruti,2008.0,95000.0,,Petrol,Individual,Manual,First Owner,5.0,,kmpl,19.7,796.0
4140.0,Hyundai,2018.0,475000.0,7800.0,,,,First Owner,5.0,68.0,kmpl,20.3,1086.0
nan,Maruti,2016.0,482000.0,50000.0,Petrol,Individual,Manual,First Owner,5.0,81.8,kmpl,20.4,
4145.0,FORD,2017.0,625000.0,40000.0,Diesel,Individual,Manual,Fourth & Above Owner,5.0,98.59,kmpl,22.77,1498.0
4152.0,Renault,2019.0,420000.0,15000.0,Petrol,,Manual,First Owner,5.0,67.0,kmpl,23.01,999.0
4154.0,HYUNDAI,2016.0,420000.0,,Petrol,Individual,Manual,Second Owner,5.0,68.05,kmpl,19.81,1086.0
4160.0,Hyundai,2008.0,185000.0,110000.0,Petrol,Individual,Manual,Fourth & Above Owner,5.0,68.05,kmpl,19.81,1086.0
4163.0,Maruti,2015.0,210000.0,50000.0,Petrol,Individual,Manual,Second Owner,5.0,47.3,kmpl,22.74,796.0
,Maruti,,350000.0,,Diesel,Individual,Manual,Second Owner,5.0,88.8,kmpl,21.5,1248.0
4169.0,HYUNDAI,2011.0,350000.0,93000.0,Diesel,Individual,Manual,Second Owner,5.0,90.0,kmpl,21.9,
4174.0,Hyundai,2012.0,290000.0,27000.0,Petrol,Individual,Manual,,5.0,78.9,kmpl,20.36,1197.0
4177.0,MARUTI,2011.0,225000.0,30000.0,Petrol,Individual,Manual,First Owner,5.0,67.1,kmpl,,998.0
,Maruti,2014.0,300000.0,80000.0,Petrol,Individual,Manual,First Owner,5.0,67.04,kmpl,23.1,998.0
4187.0,Hyundai,2014.0,600000.0,125000.0,Diesel,Individual,Manual,First Owner,5.0,126.32,kmpl,22.32,1582.0
4189.0,Maruti,2013.0,600000.0,120000.0,Diesel,Individual,Manual,Third Owner,7.0,88.8,kmpl,20.77,1248.0
4191.0,Hyundai,2016.0,735000.0,25000.0,Diesel,Individual,Manual,First Owner,5.0,88.73,kmpl,22.54,
,Renault,2015.0,600000.0,,Diesel,Individual,Manual,First Owner,8.0,83.8,,21.04,1461.0
4196.0,HYUNDAI,2016.0,720000.0,80000.0,Diesel,Individual,Manual,First Owner,,88.73,kmpl,21.19,1396.0
4199.0,Hyundai,2014.0,545000.0,100000.0,Diesel,Individual,Manual,Second Owner,5.0,126.32,kmpl,22.32,1582.0
4200.0,Volkswagen,2011.0,370000.0,100000.0,Diesel,Individual,Manual,,5.0,,,20.54,1598.0
,Maruti,2019.0,711000.0,5000.0,Petrol,Individual,Manual,First Owner,,83.1,kmpl,21.4,1197.0
4206.0,Maruti,2020.0,749000.0,5500.0,Petrol,Individual,Manual,First Owner,5.0,81.8,,21.01,1197.0
4207.0,Renault,2016.0,550000.0,80000.0,,Individual,Manual,Second Owner,5.0,108.45,kmpl,,1461.0
4211.0,,2014.0,575000.0,120000.0,Diesel,Individual,Manual,Third Owner,5.0,126.32,kmpl,22.32,1582.0
4213.0,Tata,2017.0,600000.0,40000.0,Petrol,Individual,Manual,Second Owner,5.0,84.0,kmpl,20.3,1199.0
4214.0,Ford,2012.0,390000.0,120000.0,,Individual,Manual,First Owner,5.0,88.7,kmpl,23.5,1498.0
4216.0,Hyundai,2010.0,,110000.0,Diesel,Individual,Manual,First Owner,,90.0,kmpl,23.0,1396.0
4218.0,Maruti,2014.0,530000.0,80000.0,Diesel,Individual,Manual,Second Owner,5.0,74.0,kmpl,23.4,1248.0
